user_id,age,gender,occupation,work_mode,screen_time_hours,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_100,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_100
U0745,46,Male,Retired,N/A,4.7,0.85,3.85,7.81,4,2.5,77.4,255.0,12.7,91.0
U0746,40,Male,Self-employed,Hybrid,10.34,8.13,2.21,7.39,3,5.6,64.6,189.0,7.7,53.0
U0747,54,Male,Employed,Remote,12.59,7.0,5.59,6.45,3,4.0,55.7,169.0,7.6,48.6
U0748,34,Male,Student,Office,8.37,3.47,4.89,8.06,4,5.1,73.8,105.0,10.8,66.9
U0749,49,Female,Employed,Hybrid,6.09,5.59,0.5,7.91,3,3.3,57.6,200.0,11.0,70.3
U0750,32,Male,Self-employed,Hybrid,9.48,4.43,5.05,7.32,5,5.3,50.6,111.0,9.2,62.9
U0751,37,Male,Self-employed,Hybrid,11.39,6.59,4.8,6.99,4,4.2,66.0,187.0,5.2,55.1
U0752,18,Female,Unemployed,N/A,4.78,0.86,3.92,7.81,4,4.4,50.8,224.0,10.6,60.9
U0753,32,Female,Employed,Office,7.51,5.33,2.18,8.11,5,2.8,86.7,222.0,15.8,97.5
U0754,28,Female,Employed,Hybrid,8.43,4.21,4.22,6.08,3,3.2,55.1,167.0,15.7,64.7
U0755,51,Female,Employed,Remote,7.98,6.89,1.09,6.97,4,6.4,68.7,159.0,6.6,60.4
U0756,36,Female,Employed,Remote,10.52,7.04,3.49,7.97,3,5.4,50.1,186.0,13.8,57.7
U0757,44,Female,Employed,Remote,11.85,8.17,3.68,6.34,3,9.0,36.7,155.0,11.3,30.1
U0758,45,Female,Self-employed,Office,10.01,6.87,3.14,4.96,2,4.8,47.9,191.0,10.0,41.4
U0759,41,Female,Student,Office,8.48,3.28,5.2,7.59,5,1.3,89.1,141.0,10.9,88.1
U0760,44,Male,Employed,Remote,11.17,6.26,4.9,6.35,2,5.3,50.9,102.0,10.7,42.6
U0761,46,Male,Employed,Office,11.16,6.36,4.8,8.12,3,3.8,74.2,126.0,11.9,71.7
U0762,34,Male,Employed,Office,11.46,5.61,5.85,6.72,3,4.4,69.6,194.0,8.5,52.6
U0763,22,Male,Employed,Office,7.63,4.81,2.82,7.03,5,4.3,72.4,182.0,5.7,66.7
U0764,54,Male,Employed,Office,9.92,5.88,4.03,6.94,3,6.1,29.7,244.0,13.8,48.6
U0765,54,Male,Employed,Hybrid,8.25,5.29,2.96,7.43,5,6.1,69.9,66.0,10.8,58.2
U0766,23,Female,Retired,N/A,6.31,1.61,4.7,7.26,4,2.9,66.3,236.0,14.3,73.7
U0767,26,Female,Employed,Remote,9.06,5.95,3.11,6.84,3,4.0,69.5,161.0,7.8,50.7
U0768,45,Female,Self-employed,Office,6.49,4.82,1.66,8.35,5,3.8,65.9,144.0,11.3,78.4
U0769,40,Other,Employed,Hybrid,8.58,6.22,2.37,8.75,3,3.1,78.2,161.0,7.7,68.1
U0770,30,Female,Employed,Hybrid,9.12,3.11,6.01,7.82,3,2.3,61.7,182.0,9.2,64.1
U0771,18,Female,Student,Office,5.05,2.55,2.5,8.77,4,0.0,75.0,189.0,13.1,94.4
U0772,42,Male,Employed,Hybrid,10.77,6.64,4.13,7.1,3,6.5,46.6,148.0,6.3,34.2
U0773,18,Male,Employed,Remote,11.47,8.61,2.86,6.41,4,5.2,56.3,105.0,12.8,46.0
U0774,47,Female,Self-employed,Office,12.16,8.16,4.0,7.05,3,7.4,48.0,184.0,10.0,33.6
U0775,31,Male,Employed,Hybrid,9.73,6.67,3.05,6.36,3,6.1,41.2,119.0,8.2,55.1
U0776,42,Male,Self-employed,Remote,11.4,6.95,4.45,8.12,4,4.4,64.3,71.0,5.9,57.8
U0777,42,Female,Employed,Remote,14.15,8.52,5.63,6.93,2,7.4,50.4,101.0,6.2,25.6
U0778,53,Male,Employed,Hybrid,11.44,6.99,4.45,6.67,2,6.0,28.1,131.0,8.7,27.9
U0779,48,Female,Self-employed,Hybrid,12.24,7.36,4.89,7.16,3,4.6,50.4,87.0,8.5,51.0
U0780,18,Male,Student,Remote,6.9,4.5,2.4,6.66,2,3.1,73.2,215.0,13.3,56.7
U0781,44,Male,Employed,Remote,12.32,8.56,3.75,7.41,2,6.3,45.6,137.0,7.9,35.2
U0782,30,Male,Student,Hybrid,5.83,2.7,3.13,7.51,3,5.5,52.9,159.0,10.9,52.0
U0783,28,Male,Employed,Office,10.96,6.99,3.97,6.86,4,6.2,63.3,189.0,9.3,51.8
U0784,45,Male,Employed,Hybrid,9.53,7.29,2.24,7.05,4,4.5,58.1,93.0,11.3,68.9
U0785,34,Male,Employed,Remote,11.0,8.76,2.23,7.11,3,3.7,54.2,173.0,11.6,60.6
U0786,33,Male,Student,Remote,8.28,5.67,2.61,8.08,4,4.4,75.3,167.0,13.8,73.4
U0787,30,Female,Employed,Office,12.15,6.23,5.92,5.39,3,5.8,65.2,143.0,4.0,35.6
U0788,18,Male,Self-employed,Hybrid,12.31,6.74,5.57,7.32,3,4.5,68.1,147.0,5.6,45.9
U0789,55,Male,Employed,Office,7.61,4.97,2.64,7.87,3,5.9,63.4,106.0,12.8,64.3
U0790,35,Male,Employed,Hybrid,13.93,8.77,5.16,6.51,3,7.4,31.4,67.0,2.1,17.4
U0791,33,Female,Employed,Hybrid,13.24,6.76,6.48,7.67,2,6.3,56.8,15.0,14.5,32.1
U0792,39,Male,Employed,Office,7.98,3.72,4.26,7.64,5,3.5,65.2,120.0,16.1,87.2
U0793,40,Male,Employed,Remote,12.48,8.41,4.07,6.37,2,6.2,46.5,64.0,10.6,28.8
U0794,49,Male,Student,Office,8.4,5.33,3.06,7.1,4,7.7,63.5,118.0,6.7,44.3
U0795,24,Female,Student,Office,7.25,4.85,2.4,8.03,4,3.7,54.8,195.0,9.8,62.9
U0796,34,Female,Student,Hybrid,6.06,2.88,3.18,8.96,4,0.7,93.5,168.0,8.8,93.9
U0797,39,Male,Employed,Office,13.36,7.88,5.47,7.61,2,4.9,51.0,247.0,8.0,44.9
U0798,46,Male,Employed,Office,12.53,6.79,5.75,4.58,2,7.2,40.4,10.0,10.9,18.6
U0799,28,Female,Employed,Office,8.62,4.27,4.35,7.0,2,1.6,49.5,231.0,13.1,66.4
U0800,35,Other,Student,Hybrid,11.03,7.51,3.53,6.81,2,4.7,31.6,224.0,9.5,42.5
U0801,36,Male,Student,Office,6.59,3.26,3.33,7.48,4,3.2,68.6,244.0,11.0,75.5
U0802,35,Female,Self-employed,Hybrid,12.97,7.34,5.63,7.24,3,2.7,66.5,193.0,8.2,58.9
U0803,30,Male,Student,Remote,8.38,4.33,4.05,7.75,4,6.1,69.6,135.0,15.0,64.3
U0804,18,Other,Employed,Hybrid,10.32,7.48,2.84,6.53,2,7.3,42.1,143.0,8.5,28.9
U0805,18,Female,Employed,Hybrid,9.34,5.69,3.65,6.66,4,2.4,70.7,220.0,13.1,74.3
U0806,18,Female,Employed,Office,13.33,7.84,5.49,5.63,2,4.8,40.6,76.0,4.8,26.0
U0807,19,Female,Self-employed,Remote,11.41,7.27,4.14,7.01,4,5.3,59.1,150.0,13.8,60.0
U0808,23,Male,Employed,Office,11.22,7.54,3.69,7.35,2,4.7,48.8,165.0,6.3,45.1
U0809,40,Male,Self-employed,Office,5.91,2.51,3.4,6.89,3,5.4,46.9,125.0,11.4,53.0
U0810,31,Male,Employed,Office,8.23,5.31,2.92,6.33,4,3.8,58.7,190.0,16.2,73.2
U0811,35,Female,Employed,Remote,14.86,11.64,3.22,7.74,4,8.2,54.1,9.0,8.0,30.2
U0812,36,Male,Student,Remote,6.14,2.18,3.96,7.93,4,5.5,78.8,192.0,12.0,71.6
U0813,37,Male,Employed,Hybrid,10.96,5.93,5.04,7.46,3,2.4,69.7,173.0,5.6,63.6
U0814,42,Male,Employed,Remote,13.3,8.08,5.22,6.6,2,6.3,49.6,101.0,7.8,28.7
U0815,28,Male,Employed,Hybrid,8.64,7.37,1.28,6.92,2,4.5,46.8,229.0,8.1,48.2
U0816,21,Female,Self-employed,Office,6.61,4.5,2.11,6.82,2,6.5,39.5,116.0,8.1,35.9
U0817,35,Male,Employed,Remote,11.98,7.28,4.7,6.39,4,4.9,56.5,54.0,14.0,58.2
U0818,40,Male,Employed,Office,9.21,5.67,3.53,7.58,3,4.8,72.8,138.0,12.7,64.2
U0819,20,Other,Employed,Hybrid,4.56,2.26,2.3,9.39,3,2.0,73.4,234.0,10.9,77.4
U0820,36,Male,Employed,Hybrid,12.91,7.88,5.03,6.47,2,5.7,38.0,144.0,8.5,28.5
U0821,37,Female,Student,Office,5.19,3.23,1.96,7.89,3,5.1,68.0,317.0,17.2,75.9
U0822,38,Female,Self-employed,Remote,11.86,7.81,4.05,7.97,3,4.4,60.3,129.0,7.6,55.3
U0823,37,Male,Employed,Hybrid,6.93,4.55,2.38,7.47,5,4.4,77.0,212.0,9.4,71.8
U0824,26,Female,Unemployed,N/A,5.7,1.31,4.38,6.82,3,7.1,69.1,181.0,16.0,62.6
U0825,32,Male,Employed,Office,9.85,2.83,7.02,6.39,4,2.7,69.0,95.0,11.4,71.5
U0826,22,Female,Unemployed,N/A,3.21,0.46,2.75,8.77,4,3.0,95.7,248.0,17.7,92.8
U0827,43,Female,Employed,Office,10.18,4.15,6.03,6.45,3,2.8,48.4,129.0,12.4,60.7
U0828,44,Male,Employed,Hybrid,6.87,4.53,2.34,8.82,3,3.8,65.6,295.0,14.2,86.8
U0829,47,Female,Employed,Remote,9.36,6.81,2.55,7.38,4,3.9,76.0,220.0,12.8,79.5
U0830,24,Female,Employed,Remote,12.68,8.73,3.95,5.94,2,7.3,41.3,223.0,3.9,28.3
U0831,42,Female,Employed,Office,7.74,6.75,0.98,7.47,5,4.0,74.0,210.0,10.4,77.3
U0832,51,Male,Employed,Remote,14.77,8.43,6.34,6.58,3,5.9,50.9,84.0,6.2,35.9
U0833,38,Male,Employed,Remote,11.31,9.35,1.96,7.35,2,3.8,55.8,119.0,12.1,55.5
U0834,49,Female,Employed,Remote,11.14,7.09,4.05,7.2,2,4.8,48.4,115.0,9.4,44.0
U0835,36,Female,Employed,Office,7.49,4.82,2.67,6.71,2,2.8,66.0,299.0,15.4,78.0
U0836,44,Female,Employed,Hybrid,12.91,7.16,5.76,6.41,3,4.0,51.5,32.0,8.4,45.5
U0837,59,Female,Employed,Remote,12.51,7.19,5.32,6.98,2,5.4,38.7,132.0,4.9,34.6
U0838,28,Female,Employed,Office,11.16,5.38,5.78,6.47,3,7.8,38.3,141.0,7.7,35.0
U0839,32,Female,Employed,Hybrid,6.27,2.96,3.31,7.66,3,3.6,69.0,196.0,11.2,61.2
U0840,35,Female,Employed,Hybrid,7.98,4.72,3.26,6.66,3,3.9,60.4,79.0,8.7,56.3
U0841,19,Male,Unemployed,N/A,2.65,0.8,1.85,10.0,3,0.3,78.4,237.0,13.6,90.3
U0842,18,Female,Employed,Remote,11.52,8.4,3.12,6.51,2,9.6,8.8,144.0,7.8,12.0
U0843,53,Male,Employed,Hybrid,11.37,6.17,5.19,7.77,4,3.7,72.2,117.0,9.6,75.8
U0844,48,Female,Employed,Office,11.34,5.86,5.48,6.19,2,5.3,44.1,53.0,6.2,43.7
U0845,24,Female,Unemployed,N/A,4.25,0.87,3.38,8.52,3,5.9,72.6,349.0,13.0,67.3
U0846,46,Other,Retired,N/A,3.46,0.0,3.46,7.72,4,0.5,86.6,230.0,14.4,94.0
U0847,18,Male,Employed,Hybrid,8.22,4.55,3.67,8.58,5,0.5,97.3,203.0,15.6,99.3
U0848,36,Male,Employed,Remote,11.26,6.27,4.99,7.24,2,2.1,46.6,201.0,9.8,62.0
U0849,55,Other,Unemployed,N/A,3.25,0.68,2.57,8.63,3,2.9,83.9,161.0,14.8,80.0
U0850,18,Female,Self-employed,Remote,10.4,7.56,2.85,7.18,2,3.5,54.6,130.0,12.1,51.5
U0851,25,Male,Employed,Office,10.56,5.55,5.01,7.44,3,5.0,62.0,65.0,13.7,61.4
U0852,39,Female,Employed,Office,11.01,7.06,3.95,7.15,3,5.8,43.2,102.0,7.8,38.7
U0853,22,Male,Employed,Office,3.22,2.72,0.5,9.48,4,2.0,88.5,326.0,14.1,93.8
U0854,49,Female,Employed,Hybrid,10.01,6.02,3.98,7.08,4,6.0,40.3,118.0,9.9,56.0
U0855,45,Male,Employed,Office,9.83,4.52,5.31,5.89,2,6.2,58.0,160.0,6.8,35.9
U0856,38,Female,Retired,N/A,5.87,1.58,4.3,8.61,5,1.1,100.0,165.0,10.7,97.9
U0857,37,Female,Employed,Remote,9.46,7.4,2.06,6.91,2,4.9,36.4,38.0,8.1,43.1
U0858,26,Female,Student,Hybrid,6.68,3.73,2.94,6.98,3,4.2,65.4,241.0,18.9,59.4
U0859,30,Male,Student,Remote,11.09,4.68,6.41,7.49,2,2.7,77.5,166.0,6.2,53.7
U0860,32,Male,Self-employed,Office,14.42,9.53,4.9,5.9,1,8.3,50.7,73.0,7.2,12.4
U0861,23,Male,Employed,Hybrid,10.45,6.15,4.3,6.08,3,1.8,58.6,216.0,14.0,70.6
U0862,24,Female,Employed,Remote,9.94,6.15,3.79,7.22,5,2.9,72.8,126.0,13.7,76.8
U0863,48,Other,Employed,Remote,15.59,7.79,7.8,6.74,4,7.1,53.5,67.0,10.8,38.4
U0864,34,Female,Employed,Remote,7.72,4.61,3.11,8.3,4,4.5,72.3,203.0,10.6,73.7
U0865,18,Male,Self-employed,Remote,11.67,5.8,5.86,6.74,2,5.8,35.4,137.0,11.5,33.2
U0866,32,Male,Self-employed,Office,9.75,4.15,5.61,7.47,4,2.2,57.3,128.0,15.8,73.8
U0867,26,Male,Employed,Remote,10.96,6.23,4.73,6.46,3,7.2,48.0,193.0,10.5,37.8
U0868,23,Male,Student,Office,6.12,5.13,1.0,7.21,5,7.2,64.5,128.0,12.3,60.5
U0869,32,Male,Employed,Hybrid,11.36,7.44,3.92,6.2,2,4.3,43.3,88.0,7.6,30.8
U0870,36,Female,Self-employed,Hybrid,14.71,7.82,6.89,4.94,2,6.9,22.9,109.0,4.5,9.9
U0871,33,Female,Student,Office,7.34,2.38,4.95,6.11,3,3.4,56.4,199.0,5.5,55.1
U0872,33,Male,Employed,Hybrid,10.93,5.64,5.3,7.57,3,5.2,64.4,39.0,5.9,42.7
U0873,18,Female,Employed,Hybrid,14.21,8.8,5.41,6.57,2,6.9,49.1,141.0,6.9,18.4
U0874,18,Male,Employed,Remote,10.45,5.86,4.59,7.42,3,5.3,55.4,117.0,11.5,50.5
U0875,62,Female,Retired,N/A,5.37,0.28,5.09,8.42,3,0.8,55.0,176.0,7.7,78.7
U0876,18,Male,Student,Remote,7.5,4.22,3.28,7.89,3,3.4,59.6,199.0,7.3,60.1
U0877,20,Male,Employed,Remote,14.84,9.64,5.2,6.73,2,5.4,40.3,73.0,10.0,29.8
U0878,39,Female,Employed,Office,6.03,4.22,1.82,7.94,4,1.0,83.4,203.0,13.1,92.3
U0879,18,Female,Unemployed,N/A,3.29,0.47,2.82,8.8,5,5.3,77.1,137.0,10.6,76.0
U0880,51,Female,Employed,Hybrid,6.97,5.27,1.7,8.26,4,5.9,64.2,268.0,10.9,60.0
U0881,38,Male,Employed,Hybrid,6.92,4.33,2.59,9.1,5,2.1,89.5,210.0,17.6,100.0
U0882,18,Female,Employed,Remote,13.46,10.14,3.32,7.2,2,6.3,55.1,184.0,5.8,21.5
U0883,51,Male,Student,Hybrid,5.81,4.87,0.94,9.77,5,1.9,83.5,158.0,7.7,99.3
U0884,37,Female,Employed,Hybrid,4.9,3.51,1.39,7.67,3,0.9,70.6,299.0,11.2,86.0
U0885,47,Male,Unemployed,N/A,5.43,0.96,4.47,7.02,4,6.1,51.9,229.0,10.1,64.4
U0886,36,Male,Self-employed,Hybrid,10.27,7.68,2.59,7.19,2,4.2,34.3,217.0,5.0,50.4
U0887,18,Male,Retired,N/A,4.7,0.81,3.89,8.05,3,0.5,80.0,274.0,17.3,87.9
U0888,18,Other,Student,Remote,7.47,4.04,3.43,6.97,2,5.7,25.1,162.0,6.0,26.8
U0889,18,Male,Unemployed,N/A,4.39,1.17,3.22,7.61,4,3.7,59.5,234.0,10.9,63.4
U0890,43,Male,Student,Office,6.19,3.26,2.93,9.11,3,2.7,73.5,189.0,11.6,75.8
U0891,44,Female,Employed,Hybrid,7.91,5.28,2.63,7.51,5,6.3,73.4,256.0,11.5,82.1
U0892,23,Female,Employed,Hybrid,14.11,7.19,6.91,7.57,3,7.6,43.5,107.0,14.5,46.8
U0893,59,Other,Employed,Hybrid,10.14,8.04,2.1,7.82,3,5.0,73.4,265.0,9.4,65.7
U0894,31,Female,Employed,Remote,10.12,7.11,3.0,7.23,3,6.0,56.7,141.0,12.5,52.3
U0895,37,Female,Self-employed,Remote,10.97,6.9,4.07,7.09,2,5.2,41.3,223.0,10.8,40.9
U0896,26,Male,Unemployed,N/A,6.66,1.5,5.16,4.94,1,5.6,20.2,106.0,11.8,22.6
U0897,30,Male,Employed,Hybrid,9.19,6.42,2.76,8.15,3,7.1,47.7,148.0,7.5,43.2
U0898,27,Male,Employed,Office,11.68,6.53,5.15,6.66,4,5.9,66.7,102.0,8.5,56.9
U0899,31,Other,Student,Office,5.89,3.55,2.34,7.15,3,4.4,51.5,133.0,14.3,59.1
U0900,18,Male,Employed,Remote,10.16,6.19,3.97,8.34,2,5.2,65.5,225.0,10.6,57.1
U0901,52,Female,Student,Office,3.46,1.58,1.89,7.46,3,2.3,80.1,263.0,15.3,76.2
U0902,24,Female,Self-employed,Office,12.31,8.17,4.13,8.0,2,5.2,43.5,25.0,7.1,34.7
U0903,23,Female,Employed,Remote,13.86,6.7,7.16,6.49,2,4.7,48.4,50.0,8.6,25.3
U0904,41,Female,Employed,Remote,6.39,3.93,2.46,8.07,5,2.4,100.0,302.0,7.7,90.4
U0905,35,Male,Employed,Hybrid,8.64,4.37,4.27,6.81,3,2.7,51.2,177.0,11.7,67.8
U0906,30,Male,Unemployed,N/A,4.76,0.0,4.76,7.09,4,2.5,82.0,249.0,14.0,85.0
U0907,43,Male,Self-employed,Remote,8.46,3.68,4.78,7.68,4,3.8,54.7,128.0,14.7,72.3
U0908,42,Male,Student,Remote,8.22,4.93,3.28,7.98,5,2.5,78.1,147.0,13.6,92.3
U0909,44,Male,Retired,N/A,4.78,1.82,2.97,7.55,5,2.7,81.0,251.0,5.1,79.0
U0910,41,Female,Employed,Hybrid,10.95,5.9,5.06,7.67,3,5.6,50.1,130.0,11.8,51.4
U0911,19,Male,Employed,Office,7.22,5.86,1.35,8.52,5,2.4,90.2,218.0,14.8,98.8
U0912,32,Male,Employed,Remote,9.12,6.5,2.62,8.22,5,0.9,70.2,153.0,9.2,96.1
U0913,41,Female,Employed,Office,4.46,3.06,1.39,8.11,4,3.8,78.1,248.0,10.1,68.7
U0914,46,Male,Employed,Remote,11.27,6.77,4.49,6.5,2,5.0,42.1,141.0,7.3,33.0
U0915,32,Female,Employed,Hybrid,11.08,7.61,3.47,7.12,2,5.3,36.8,264.0,13.8,50.0
U0916,35,Female,Unemployed,N/A,3.97,1.41,2.56,7.43,5,3.4,66.8,259.0,11.2,73.9
U0917,40,Male,Student,Remote,7.9,2.42,5.48,7.25,5,4.1,76.6,90.0,8.5,75.8
U0918,18,Male,Employed,Remote,10.81,6.52,4.29,6.64,2,3.8,40.4,231.0,6.9,45.1
U0919,34,Female,Employed,Office,7.81,7.31,0.5,8.81,5,6.2,55.9,146.0,10.9,67.1
U0920,22,Female,Employed,Hybrid,8.83,4.55,4.28,7.92,3,1.1,86.8,131.0,9.8,75.4
U0921,42,Male,Employed,Office,10.76,5.58,5.18,7.86,3,4.9,70.7,176.0,7.0,63.0
U0922,26,Male,Student,Remote,10.63,5.04,5.59,7.25,2,2.5,56.8,73.0,6.4,50.8
U0923,52,Male,Student,Office,4.88,2.57,2.31,8.24,4,0.7,74.7,110.0,18.3,88.3
U0924,21,Male,Student,Hybrid,8.97,6.49,2.48,5.8,2,9.3,27.0,250.0,12.5,21.0
U0925,39,Female,Employed,Remote,10.57,5.98,4.59,7.52,4,6.3,54.0,160.0,10.2,56.6
U0926,25,Male,Employed,Office,7.1,4.8,2.3,8.44,5,4.6,66.5,171.0,13.2,78.8
U0927,30,Male,Unemployed,N/A,5.83,0.88,4.96,6.26,3,5.5,37.2,210.0,13.7,46.8
U0928,33,Female,Self-employed,Remote,13.16,8.07,5.1,5.75,3,10.0,38.6,143.0,9.2,23.9
U0929,48,Female,Employed,Remote,10.3,7.31,3.0,7.92,2,4.9,23.6,46.0,12.4,59.1
U0930,53,Female,Employed,Remote,10.39,6.08,4.31,7.2,2,2.3,57.1,154.0,11.0,66.5
U0931,30,Male,Self-employed,Hybrid,10.63,6.95,3.67,8.04,4,5.2,61.5,135.0,13.4,72.5
U0932,33,Female,Employed,Office,6.31,5.5,0.8,6.78,3,4.5,55.7,172.0,9.4,48.5
U0933,38,Female,Student,Office,9.28,6.55,2.73,8.88,4,3.2,84.5,208.0,12.8,94.8
U0934,35,Male,Student,Remote,6.02,4.35,1.67,7.05,3,4.9,51.0,171.0,8.9,46.6
U0935,25,Female,Self-employed,Remote,14.34,10.4,3.94,6.39,3,4.4,44.4,11.0,6.4,29.7
U0936,29,Male,Retired,N/A,4.95,1.11,3.84,7.38,4,0.0,65.9,206.0,12.1,85.1
U0937,24,Male,Employed,Hybrid,9.15,5.5,3.65,6.63,4,6.2,65.6,141.0,11.7,57.3
U0938,34,Female,Retired,N/A,5.36,1.21,4.16,8.7,4,1.4,83.8,247.0,15.1,97.9
U0939,25,Female,Self-employed,Office,7.49,5.58,1.9,8.71,4,4.3,75.5,144.0,21.0,82.9
U0940,28,Male,Self-employed,Hybrid,13.44,8.95,4.48,8.1,3,2.6,78.8,18.0,11.2,68.5
U0941,43,Other,Employed,Office,14.14,7.63,6.51,6.93,2,7.7,39.4,52.0,5.3,18.0
U0942,42,Female,Employed,Office,5.4,3.58,1.81,7.0,5,3.7,69.0,152.0,6.6,76.4
U0943,42,Female,Employed,Hybrid,9.5,6.09,3.42,7.51,4,4.5,71.6,148.0,12.8,73.9
U0944,31,Female,Employed,Office,10.31,5.04,5.27,7.84,4,4.3,65.8,95.0,8.0,60.2
U0945,34,Male,Employed,Remote,10.2,7.18,3.01,7.59,3,5.7,72.0,181.0,7.3,53.0
U0946,53,Male,Employed,Office,8.09,4.73,3.37,8.29,4,3.7,69.3,190.0,12.7,75.6
U0947,21,Female,Employed,Office,11.02,4.94,6.08,6.78,4,4.3,60.7,156.0,3.3,44.0
U0948,20,Female,Employed,Hybrid,12.18,8.32,3.86,7.14,2,4.3,60.7,94.0,11.9,37.6
U0949,28,Male,Employed,Hybrid,10.52,4.72,5.8,8.71,3,2.5,74.4,119.0,12.3,71.5
U0950,18,Female,Employed,Office,8.34,5.42,2.92,7.3,3,6.5,63.5,147.0,14.2,52.6
U0951,19,Other,Employed,Remote,9.5,5.66,3.83,6.06,2,1.8,65.2,91.0,9.1,50.2
U0952,37,Female,Retired,N/A,6.69,1.11,5.58,8.71,5,0.1,98.2,178.0,11.7,100.0
U0953,39,Female,Employed,Office,11.51,6.27,5.25,6.69,3,5.8,59.1,240.0,8.3,55.1
U0954,28,Female,Unemployed,N/A,2.01,0.38,1.63,8.33,4,5.1,59.7,196.0,9.5,67.6
U0955,38,Male,Student,Office,7.83,5.09,2.74,6.87,3,6.2,56.6,266.0,14.9,60.6
U0956,51,Female,Employed,Office,11.23,7.24,3.99,5.83,2,6.4,54.7,219.0,6.3,33.1
U0957,49,Male,Retired,N/A,5.62,1.57,4.05,8.26,4,0.0,85.0,222.0,9.2,100.0
U0958,43,Male,Employed,Office,8.92,5.78,3.15,7.82,4,3.5,71.4,170.0,13.9,76.4
U0959,29,Female,Retired,N/A,5.93,0.49,5.43,7.47,3,1.4,62.9,276.0,10.4,73.3
U0960,23,Male,Student,Office,8.01,4.54,3.47,8.15,4,4.1,60.4,82.0,18.4,73.8
U0961,18,Female,Employed,Office,11.95,6.23,5.72,5.65,1,3.8,65.2,76.0,11.7,38.6
U0962,23,Female,Employed,Remote,12.17,8.71,3.46,7.9,3,6.2,76.2,107.0,6.0,35.6
U0963,26,Female,Employed,Hybrid,9.05,5.06,3.99,8.59,4,5.3,65.4,175.0,9.9,65.7
U0964,42,Male,Retired,N/A,2.25,1.75,0.5,8.77,3,1.5,63.7,265.0,12.2,93.1
U0965,43,Female,Employed,Office,7.27,6.77,0.5,7.06,4,3.7,75.1,230.0,9.6,70.0
U0966,20,Female,Retired,N/A,4.81,0.12,4.69,8.39,5,1.4,69.0,222.0,7.5,85.6
U0967,19,Male,Employed,Remote,11.52,10.66,0.86,7.2,2,5.1,45.1,70.0,6.4,40.9
U0968,35,Female,Self-employed,Hybrid,13.05,9.25,3.8,8.13,3,4.8,57.6,193.0,7.6,45.8
U0969,27,Male,Student,Office,5.61,2.65,2.96,8.83,5,0.3,100.0,309.0,14.2,100.0
U0970,42,Male,Unemployed,N/A,5.61,2.0,3.6,8.77,3,4.5,76.7,156.0,12.0,75.0
U0971,36,Male,Employed,Hybrid,8.71,5.6,3.12,6.35,3,6.4,50.2,214.0,9.0,46.6
U0972,40,Male,Self-employed,Remote,11.69,4.44,7.25,7.7,3,3.7,52.9,139.0,11.4,59.4
U0973,35,Male,Employed,Hybrid,8.38,4.87,3.51,7.35,3,5.4,68.2,120.0,9.7,53.2
U0974,35,Male,Employed,Hybrid,12.85,6.97,5.88,6.03,3,5.5,67.1,188.0,6.6,43.2
U0975,47,Male,Unemployed,N/A,4.38,2.53,1.84,7.95,4,4.7,73.7,169.0,5.9,69.0
U0976,40,Male,Self-employed,Hybrid,9.07,5.87,3.2,6.62,4,4.6,41.4,159.0,8.5,54.6
U0977,21,Female,Employed,Hybrid,11.19,6.35,4.84,7.29,4,2.7,71.0,223.0,15.0,82.6
U0978,28,Male,Employed,Hybrid,7.55,3.8,3.75,8.9,3,6.5,55.4,251.0,12.8,54.2
U0979,31,Female,Self-employed,Office,11.16,9.64,1.53,7.39,3,7.3,60.0,207.0,5.5,47.5
U0980,34,Female,Employed,Remote,8.88,6.43,2.45,7.51,3,9.2,64.2,165.0,10.0,42.2
U0981,42,Male,Self-employed,Remote,7.65,4.55,3.1,7.71,5,5.6,63.2,107.0,3.6,63.6
U0982,36,Male,Unemployed,N/A,5.93,1.62,4.31,7.36,5,1.1,96.1,270.0,5.1,94.2
U0983,21,Male,Employed,Hybrid,10.83,6.38,4.45,7.44,2,4.8,58.5,197.0,7.8,40.7
U0984,43,Male,Employed,Remote,10.27,7.21,3.06,7.4,2,4.3,57.4,86.0,11.0,45.6
U0985,27,Male,Employed,Hybrid,9.33,6.05,3.29,8.93,4,3.6,63.0,131.0,11.3,69.2
U0986,26,Female,Employed,Hybrid,13.35,5.64,7.72,7.13,3,2.1,73.5,98.0,8.4,60.1
U0987,55,Male,Self-employed,Office,7.27,3.12,4.15,7.21,4,5.8,58.4,308.0,10.5,56.8
U0988,40,Male,Student,Hybrid,8.84,3.9,4.94,7.07,3,4.5,61.2,111.0,7.6,59.1
U0989,55,Other,Self-employed,Office,9.57,5.1,4.47,7.63,5,4.4,75.4,68.0,6.9,62.8
U0990,42,Male,Employed,Hybrid,5.9,5.4,0.5,7.15,3,3.9,56.1,233.0,7.5,61.7
U0991,38,Male,Retired,N/A,2.93,0.77,2.16,9.22,3,0.0,100.0,259.0,13.8,100.0
U0992,18,Male,Student,Office,7.65,4.21,3.43,6.91,3,3.1,65.4,197.0,6.9,69.7
U0993,19,Female,Employed,Office,8.27,5.07,3.2,7.76,3,4.4,80.5,229.0,18.2,69.7
